an_entry_id,an_collector_person_id,clctr_name,is_couple
ACE810,ACPE810a,David Booth,0
ACE811,ACPE811a,Miguel Chang,0
ACE812,ACPE812a,Edmund Cheng,0
ACE816,ACPE816a,Charlotte Feng Ford,0
ACE817,ACPE817a,Larry Fink,0
ACE818,ACPE818a,Jeffrey Gundlach,0
ACE820,ACPE820a,Yasuharu Ishikawa,0
ACE821,ACPE821a,Ömer Koç,0
ACE822,ACPE822a,Barry Lam,0
ACE823,ACPE823a,Victor Ma,0
ACE825,ACPE825a,Louis Norval,0
ACE828,ACPE828a,Paul Raether,0
ACE829,ACPE829a,Gordon Schachat,0
ACE830,ACPE830a,Alexander Tedja,0
ACE832,ACPE832a,Robert Tsao,0
ACE835,ACPE835a,Wee Cho Yaw,0
ACE836,ACPE836a,Dasha Zhukova,0
ACE837,ACPE837a,Jeff Bezos,0
ACE838,ACPE838a,Troy Carter,0
ACE839,ACPE839a,Patrick Drahi,0
ACE842,ACPE842a,He Jianfeng,0
ACE846,ACPE846a,Eyal Ofer,0
ACE850,ACPE850a,Robert Soros,0
ACE852,ACPE852a,Jon Brooks,0
ACE853,ACPE853a,Jeff Markley,0
ACE854,ACPE854a,Danny Rimer,0
ACE860,ACPE860a,Yan Du,0
ACE861,ACPE861a,Jenny Yeh,0
