an_entry_id,an_person_id,clctr_name,is_couple
ACE779,APE779a,Barbara Bluhm-Kaul and Don Kaul,1
ACE779,APE779b,Barbara Bluhm-Kaul and Don Kaul,1
ACE780,APE780a,Lauren and Mark Booth,1
ACE780,APE780b,Lauren and Mark Booth,1
ACE782,APE782a,Estrellita and Daniel Brodsky,1
ACE782,APE782b,Estrellita and Daniel Brodsky,1
ACE785,APE785a,Bridgitt and Bruce Evans,1
ACE785,APE785b,Bridgitt and Bruce Evans,1
ACE786,APE786a,Gabriela and Ramiro Garza,1
ACE786,APE786b,Gabriela and Ramiro Garza,1
ACE787,APE787a,Petra and Stephen Levin,1
ACE787,APE787b,Petra and Stephen Levin,1
ACE792,APE792a,Helen and Sam Zell,1
ACE792,APE792b,Helen and Sam Zell,1
ACE795,APE795a,Elizabeth and Phillip Chun,1
ACE795,APE795b,Elizabeth and Phillip Chun,1
ACE799,APE799a,Kelly and Scott Mueller,1
ACE799,APE799b,Kelly and Scott Mueller,1
ACE800,APE800a,Jane and Marc Nathanson,1
ACE800,APE800b,Jane and Marc Nathanson,1
ACE802,APE802a,Cecilia and Ernesto Poma,1
ACE802,APE802b,Cecilia and Ernesto Poma,1
ACE805,APE805a,Komal Shah and Gaurav Garg,1
ACE805,APE805b,Komal Shah and Gaurav Garg,1
ACE806,APE806a,Claire-Anne and Lawrence S. Stroll,1
ACE806,APE806b,Claire-Anne and Lawrence S. Stroll,1
ACE807,APE807a,Clara and Joseph C. Tsai,1
ACE807,APE807b,Clara and Joseph C. Tsai,1
ACE813,APE813a,Cecilia and Chung-Kiu “C.K.” Cheung,1
ACE813,APE813b,Cecilia and Chung-Kiu “C.K.” Cheung,1
ACE814,APE814a,Kasseem “Swizz Beatz” Dean and Alicia Keys,1
ACE814,APE814b,Kasseem “Swizz Beatz” Dean and Alicia Keys,1
ACE815,APE815a,Yael and Gary Fegel,1
ACE815,APE815b,Yael and Gary Fegel,1
ACE819,APE819a,Jimmy Iovine and Liberty Ross,1
ACE819,APE819b,Jimmy Iovine and Liberty Ross,1
ACE824,APE824a,Kiran and Shiv Nadar,1
ACE824,APE824b,Kiran and Shiv Nadar,1
ACE826,APE826a,Eyal Ofer and Idan Ofer,1
ACE826,APE826b,Eyal Ofer and Idan Ofer,1
ACE827,APE827a,Darlene and Jorge M. Pérez,1
ACE827,APE827b,Darlene and Jorge M. Pérez,1
ACE831,APE831a,Maggie and Richard Tsai,1
ACE831,APE831b,Maggie and Richard Tsai,1
ACE833,APE833a,Josef Vascovitz and Lisa Goodman,1
ACE833,APE833b,Josef Vascovitz and Lisa Goodman,1
ACE834,APE834a,Jenny Jinyuan Wang and Guo Guangchang,1
ACE834,APE834b,Jenny Jinyuan Wang and Guo Guangchang,1
ACE840,APE840a,Deirdre and James Dyson,1
ACE840,APE840b,Deirdre and James Dyson,1
ACE841,APE841a,Cecilie Fredriksen and Kathrine Fredriksen,1
ACE841,APE841b,Cecilie Fredriksen and Kathrine Fredriksen,1
ACE843,APE843a,Arthur Lewis and Hau Nguyen,1
ACE843,APE843b,Arthur Lewis and Hau Nguyen,1
ACE844,APE844a,George Lucas and Mellody Hobson,1
ACE844,APE844b,George Lucas and Mellody Hobson,1
ACE845,APE845a,Bernard Lumpkin and Carmine Boccuzzi,1
ACE845,APE845b,Bernard Lumpkin and Carmine Boccuzzi,1
ACE847,APE847a,Batia and Idan Ofer,1
ACE847,APE847b,Batia and Idan Ofer,1
ACE848,APE848a,Janelle and Alden Pinnell,1
ACE848,APE848b,Janelle and Alden Pinnell,1
ACE849,APE849a,Sara and John Shlesinger,1
ACE849,APE849b,Sara and John Shlesinger,1
ACE851,APE851a,Mei and Allan Warburg,1
ACE851,APE851b,Mei and Allan Warburg,1
ACE855,APE855a,Katie and Amnon Rodan,1
ACE855,APE855b,Katie and Amnon Rodan,1
ACE856,APE856a,Jaime and Andrew Schwartzberg,1
ACE856,APE856b,Jaime and Andrew Schwartzberg,1
ACE857,APE857a,Amy and Leo Shih,1
ACE857,APE857b,Amy and Leo Shih,1
ACE858,APE858a,Carl and Marilynn Thoma,1
ACE858,APE858b,Carl and Marilynn Thoma,1
ACE859,APE859a,Ric Whitney and Tina Perry-Whitney,1
ACE859,APE859b,Ric Whitney and Tina Perry-Whitney,1
ACE1,APE1a,Zenko Adachi,0
ACE2,APE2a,Giovanni Agnelli,0
ACE3,APE3a,Muhammed al-Tajir,0
ACE5,APE5a,Arthur G. Altschul,0
ACE6,APE6a,Thomas Ammann,0
ACE8,APE8a,Warren Anderson,0
ACE9,APE9a,Walter H. Annenberg,0
ACE10,APE10a,B.L Au,0
ACE11,APE11a,Emilio Azcarraga,0
ACE12,APE12a,Richard Brown Baker,0
ACE13,APE13a,Sid Richardson Bass,0
ACE14,APE14a,Anne Bass,0
ACE15,APE15a,Audrey Jones Beck,0
ACE16,APE16a,Heinz Berggruen,0
ACE18,APE18a,Silvio Berlusconi,0
ACE19,APE19a,Claude Berri,0
ACE20,APE20a,Ernst Beyeler,0
ACE22,APE22a,Martin Blinder,0
ACE26,APE26a,Alan Bond,0
ACE27,APE27a,Janet Green,0
ACE29,APE29a,William Bowmore,0
ACE31,APE31a,Donald Leroy Bren,0
ACE33,APE33a,Edward Broida,0
ACE34,APE34a,Lothar-Günther Buchheim,0
ACE35,APE35a,Miguel Capriles,0
ACE36,APE36a,Edward Carter,0
ACE37,APE37a,Gerald Chan,0
ACE38,APE38a,Alberto Chateaubriand,0
ACE39,APE39a,Wendell Cherry,0
ACE40,APE40a,Jay Chiat,0
ACE42,APE42a,Lillian Clark,0
ACE43,APE43a,Robert Holmes à Court,0
ACE44,APE44a,Douglas S. Cramer,0
ACE45,APE45a,Herman Daled,0
ACE47,APE47a,Bruce Dayton,0
ACE49,APE49a,"Edward R. Downe, Jr.",0
ACE51,APE51a,Asher Edelman,0
ACE53,APE53a,Gerald Elliott,0
ACE54,APE54a,Robert Ellsworth,0
ACE55,APE55a,Georges Embiricos,0
ACE56,APE56a,James O. Fairfax,0
ACE57,APE57a,Lord Thomson of Fleet,0
ACE58,APE58a,Gert Rudolf Flick,0
ACE59,APE59a,Amalia Lacroze de Fortabat,0
ACE60,APE60a,Giorgio Franchetti,0
ACE62,APE62a,David Geffen,0
ACE63,APE63a,Jacques Gelman,0
ACE65,APE65a,J. Paul Getty II,0
ACE66,APE66a,"Alfred C. Glassell, Jr.",0
ACE68,APE68a,Isabel Goldsmith,0
ACE69,APE69a,Giuliano Gori,0
ACE70,APE70a,John Goulandris,0
ACE71,APE71a,Graham Gund,0
ACE72,APE72a,Agnes Gund,0
ACE74,APE74a,Robert Halff,0
ACE75,APE75a,Armand Hammer *deceased as we went to press,0
ACE76,APE76a,Toshio Hara,0
ACE78,APE78a,Henry John Heinz III,0
ACE80,APE80a,Donald Hess,0
ACE83,APE83a,Richard E. Jacobs,0
ACE84,APE84a,Barbara Jakobson,0
ACE85,APE85a,Dakis Joannou,0
ACE86,APE86a,Philip Johnson,0
ACE87,APE87a,Barbara Piasecka Johnson,0
ACE88,APE88a,Samuel Josefowitz,0
ACE89,APE89a,Nicole Jullien Mattei,0
ACE90,APE90a,Shegeki Kameyama,0
ACE91,APE91a,Takuji Kato,0
ACE94,APE94a,Frederick Koch,0
ACE95,APE95a,William Koch,0
ACE96,APE96a,Robert Kogod,0
ACE98,APE98a,David Lloyd Kreeger,0
ACE99,APE99a,Sotaro Kubo,0
ACE100,APE100a,Hideo Kurita,0
ACE101,APE101a,Henryk de Kwiatkowski,0
ACE102,APE102a,Yolanda Garza Laguera,0
ACE103,APE103a,Leonard A. Lauder,0
ACE104,APE104a,Ronald S. Lauder,0
ACE105,APE105a,Raymond Learsy,0
ACE106,APE106a,Gerhard Lenz,0
ACE107,APE107a,K.S. Lo,0
ACE108,APE108a,Peter Ludwig,0
ACE111,APE111a,Richard Manoogian,0
ACE112,APE112a,Martin Z. Margulies,0
ACE113,APE113a,Annie Windfohr Marion,0
ACE114,APE114a,Donald B. Marron,0
ACE115,APE115a,Steve Martin,0
ACE116,APE116a,Erich Marx,0
ACE117,APE117a,Roger Mazarguil,0
ACE118,APE118a,Lord Alister McAlpine,0
ACE119,APE119a,Margaret McDermott,0
ACE121,APE121a,Christophe de Menil,0
ACE122,APE122a,Dominique de Menil,0
ACE123,APE123a,Georges de Menil,0
ACE124,APE124a,Philippa de Menil,0
ACE125,APE125a,Adelaide de Menil,0
ACE126,APE126a,François de Menil,0
ACE129,APE129a,José Mugrabi,0
ACE130,APE130a,Karl-Heinrich Müller,0
ACE131,APE131a,Henri Nannen,0
ACE132,APE132a,Raymond Nasher,0
ACE133,APE133a,Rose Newman,0
ACE134,APE134a,Stavros Niarchos,0
ACE136,APE136a,Sammy Ofer,0
ACE137,APE137a,Houn Ohara,0
ACE138,APE138a,Kiichiro Okano,0
ACE139,APE139a,Eiji Okwawa,0
ACE141,APE141a,Reinhard Onnasch,0
ACE142,APE142a,Jaime Ortiz-Patiño,0
ACE143,APE143a,Michael Ovitz,0
ACE144,APE144a,Max Palevsky,0
ACE145,APE145a,Peter Palumbo,0
ACE146,APE146a,Giuseppe Panza di Biumo,0
ACE147,APE147a,Jacques Poulge,0
ACE149,APE149a,Jay Arthur Pritzker,0
ACE150,APE150a,Joseph Pulitzer,0
ACE151,APE151a,Joe Rank,0
ACE152,APE152a,Robert Gore Rifkind,0
ACE153,APE153a,Renee Rivkin,0
ACE154,APE154a,Frederik Roos,0
ACE155,APE155a,Jacob Rothschild,0
ACE156,APE156a,Robert Rowan,0
ACE157,APE157a,Charles Saatchi,0
ACE159,APE159a,Tokichi Sakai,0
ACE160,APE160a,Fayez Sarofim,0
ACE162,APE162a,Otto Schäfer,0
ACE163,APE163a,John Schaeffer,0
ACE166,APE166a,Norton Simon,0
ACE167,APE167a,Yannis Sistovaris,0
ACE168,APE168a,Joshua P. Smith,0
ACE169,APE169a,Robert H. Smith,0
ACE172,APE172a,Sheldon Solow,0
ACE173,APE173a,Reiner Speck,0
ACE175,APE175a,Ray Stark,0
ACE177,APE177a,Leonard N. Stern,0
ACE178,APE178a,Hans-Hermann Stober,0
ACE179,APE179a,Stephen Swid,0
ACE180,APE180a,Yeung Wing Tak,0
ACE181,APE181a,Masahiro Takano,0
ACE182,APE182a,A. Alfred Taubman,0
ACE183,APE183a,Daniel Terra,0
ACE184,APE184a,Hiroshi Teshigahara,0
ACE185,APE185a,Hans Thulin,0
ACE187,APE187a,Robert Tobin,0
ACE188,APE188a,T. T. Tsui,0
ACE189,APE189a,Robert Vivian,0
ACE191,APE191a,Joel Wachs,0
ACE192,APE192a,Jack Warner,0
ACE193,APE193a,John Weber,0
ACE194,APE194a,Frederick R. Weisman,0
ACE195,APE195a,Marcia Weisman,0
ACE196,APE196a,Leslie Herbert Wexner,0
ACE197,APE197a,Ian Woodner,0
ACE199,APE199a,Jayne Wrightsman,0
ACE200,APE200a,Lucio Amelio,0
ACE201,APE201a,Plácido Arango,0
ACE205,APE205a,Alain Delon,0
ACE206,APE206a,Daniel Filipacchi,0
ACE207,APE207a,Chang Tien Ge,0
ACE208,APE208a,Alex Goulandris,0
ACE209,APE209a,Basil Goulandris,0
ACE210,APE210a,Hikonobu Ise,0
ACE211,APE211a,Katsumi Kawamura,0
ACE212,APE212a,William Lane,0
ACE213,APE213a,Joseph Lau,0
ACE214,APE214a,Micheline Maus,0
ACE215,APE215a,William Miller,0
ACE216,APE216a,Tsai Chen Nan,0
ACE217,APE217a,Masao Nangaku,0
ACE219,APE219a,Elie de Rothschild,0
ACE220,APE220a,Eric de Rothschild,0
ACE221,APE221a,Ryoei Saito,0
ACE223,APE223a,Urs Schwartzenbach,0
ACE224,APE224a,Tsukasa Shishima,0
ACE226,APE226a,David Thomson,0
ACE227,APE227a,Jean Alvarez de Tolédo,0
ACE228,APE228a,Lois Torf,0
ACE229,APE229a,Tomonori Tsurumaki,0
ACE230,APE230a,Sieji Tsutsumi,0
ACE231,APE231a,Klaus Turbon,0
ACE232,APE232a,Roberto T. Villanueva,0
ACE234,APE234a,Jan Ahlers,0
ACE235,APE235a,Marilynn Alsdorf,0
ACE236,APE236a,Hans Rasmus Astrup,0
ACE237,APE237a,Annibale Berlingieri,0
ACE242,APE242a,Gilberto Chateaubriand,0
ACE243,APE243a,Paul Desmarais,0
ACE246,APE246a,Hans Grothe,0
ACE248,APE248a,Michael Hornstein,0
ACE250,APE250a,Kwee Liong Keng,0
ACE251,APE251a,John Kluge,0
ACE253,APE253a,Robert Lehrman,0
ACE254,APE254a,Arthur Lim,0
ACE255,APE255a,Luella Maslon,0
ACE257,APE257a,Carlo Monzino,0
ACE258,APE258a,Raymond D. Nasher,0
ACE259,APE259a,George Ortiz,0
ACE260,APE260a,"Joseph Pulitzer, Jr.",0
ACE261,APE261a,J.R. Ritman,0
ACE263,APE263a,Dieter Scharf,0
ACE264,APE264a,Walther Scharf,0
ACE265,APE265a,Peter Sharp,0
ACE266,APE266a,Kenneth Thomson,0
ACE267,APE267a,George Ti,0
ACE268,APE268a,Susie Tompkins,0
ACE269,APE269a,Seiji Tsutsumi,0
ACE272,APE272a,Thomas Walther,0
ACE275,APE275a,Wayne Wrightsman,0
ACE276,APE276a,Juan Abelló,0
ACE279,APE279a,Christiaan Braun,0
ACE280,APE280a,"Sultan Haji Hassanal Bolkiah, Sultan of Brunei",0
ACE282,APE282a,Ignacio Cobo,0
ACE283,APE283a,Edward Cox,0
ACE284,APE284a,Elaine Dannheisser,0
ACE285,APE285a,Barney Ebsworth,0
ACE288,APE288a,Bob Guccione,0
ACE289,APE289a,Ydessa Hendeles,0
ACE292,APE292a,Peter Moores,0
ACE293,APE293a,Jean-Pierre Moueix,0
ACE294,APE294a,Jorge Ortiz-Patiño,0
ACE300,APE300a,Martijn Sanders,0
ACE301,APE301a,Pieter Sanders,0
ACE302,APE302a,Wilhelm Schürmann,0
ACE303,APE303a,Marion Smooke,0
ACE306,APE306a,Martin Visser,0
ACE307,APE307a,Andrew Lloyd Webber,0
ACE310,APE310a,Angelo Baldessari,0
ACE312,APE312a,Mary Livingston Griggs Burke,0
ACE314,APE314a,Attilo Codognato,0
ACE315,APE315a,Karen Cohen,0
ACE316,APE316a,Jeffrey E. Horvitz,0
ACE317,APE317a,Harry Hyams,0
ACE318,APE318a,Stephane Janssen,0
ACE319,APE319a,Sam Josefowitz,0
ACE324,APE324a,Robert Sosnick,0
ACE332,APE332a,Baron Giorgio Franchetti,0
ACE334,APE334a,Soichiro Fukutake,0
ACE337,APE337a,Jorge S. Helft,0
ACE338,APE338a,Mauro Herlitzka,0
ACE341,APE341a,Simon Kwan,0
ACE342,APE342a,Emily Fisher Landau,0
ACE348,APE348a,Lord Peter Palumbo,0
ACE349,APE349a,Ronald O. Perelman,0
ACE350,APE350a,François Pinault,0
ACE351,APE351a,Sainsbury Family,0
ACE354,APE354a,Carlos Slim Helú,0
ACE359,APE359a,Mitchell Wolfson,0
ACE360,APE360a,Reinhold Würth,0
ACE361,APE361a,Gianni Agnelli,0
ACE363,APE363a,Scott Black,0
ACE364,APE364a,Nicola Bulgari,0
ACE365,APE365a,Eduardo F. Costantini,0
ACE367,APE367a,Esther Grether,0
ACE368,APE368a,Manfred Heiting,0
ACE369,APE369a,Marieluise Hessel,0
ACE370,APE370a,Graham Kirkham,0
ACE373,APE373a,Peter Lewis,0
ACE374,APE374a,Werner Merzbacher,0
ACE376,APE376a,David Rockefeller,0
ACE377,APE377a,Robert Smith,0
ACE378,APE378a,Jeffrey Steiner,0
ACE380,APE380a,Charles Tabachnick,0
ACE381,APE381a,Paul Allen,0
ACE382,APE382a,Hortense Anda-Bührle,0
ACE383,APE383a,John P. Axelrod,0
ACE384,APE384a,Dieter Bührle,0
ACE386,APE386a,Herbert Black,0
ACE388,APE388a,Joop van Caldenborgh,0
ACE389,APE389a,Lloyd Cotsen,0
ACE390,APE390a,Prodromus Emfietzoglou,0
ACE391,APE391a,Joseph Hackmey,0
ACE392,APE392a,Daniel Hechter,0
ACE393,APE393a,Robert Hiscox,0
ACE394,APE394a,Carl Icahn,0
ACE395,APE395a,Audrey Irmas,0
ACE396,APE396a,John Kaldor,0
ACE398,APE398a,Robert P. Kogod,0
ACE399,APE399a,Werner Kramarsky,0
ACE400,APE400a,Myron Kunin,0
ACE402,APE402a,Joseph Lewis,0
ACE403,APE403a,Denis Logothetis,0
ACE404,APE404a,Irene Ludwig,0
ACE406,APE406a,Dinos Martinos,0
ACE408,APE408a,Arendt Oetker,0
ACE409,APE409a,Wafic Said,0
ACE410,APE410a,Rudolf Scharpf,0
ACE411,APE411a,David Tang,0
ACE412,APE412a,Robert L. B. Tobin,0
ACE413,APE413a,José Luis Várez Fisa,0
ACE414,APE414a,Thomas W. Weisel,0
ACE416,APE416a,Bruce Bailey,0
ACE417,APE417a,Frances Bowes,0
ACE419,APE419a,Edward R. Broida,0
ACE420,APE420a,Donald L. Bryant Jr.,0
ACE421,APE421a,Blake Byrne,0
ACE422,APE422a,Constance Caplan,0
ACE423,APE423a,Frances Dittmer,0
ACE424,APE424a,Ulla Dreyfus-Best,0
ACE425,APE425a,Aaron I. Fleischman,0
ACE426,APE426a,Ingvild Goetz,0
ACE428,APE428a,Jean Hamon,0
ACE429,APE429a,Samuel Heyman,0
ACE430,APE430a,Erika Hoffmann,0
ACE432,APE432a,Joseph Hotung,0
ACE434,APE434a,Uri Knecht,0
ACE438,APE438a,Eugenio López Alonso,0
ACE440,APE440a,Robert Miller,0
ACE441,APE441a,Jan Mitchell,0
ACE442,APE442a,Michimasa Murauchi,0
ACE443,APE443a,Maja Oeri,0
ACE446,APE446a,Kimiko Powers,0
ACE447,APE447a,Leonard Riggio,0
ACE448,APE448a,Lee Ann Roberts,0
ACE449,APE449a,Inge Rodenstock,0
ACE455,APE455a,Eiichiro Sudo,0
ACE457,APE457a,Dean Valentine,0
ACE458,APE458a,Shelby White,0
ACE464,APE464a,Harald Falckenberg,0
ACE465,APE465a,Friedrich Christian Flick,0
ACE468,APE468a,Uli Knecht,0
ACE472,APE472a,Leonardo Mondadori,0
ACE477,APE477a,Norman Stone,0
ACE478,APE478a,Tsuneshi Suzuki,0
ACE480,APE480a,Philip Anschutz,0
ACE482,APE482a,Udo Brandhorst,0
ACE484,APE484a,Yu Gi-chung,0
ACE485,APE485a,Marguerite Hoffman,0
ACE486,APE486a,Frank Huang,0
ACE487,APE487a,Elton John,0
ACE488,APE488a,Alicia Koplowitz,0
ACE489,APE489a,Minoru Mori,0
ACE490,APE490a,Jack Nicholson,0
ACE491,APE491a,Emily Rauh Pulitzer,0
ACE495,APE495a,Stephan Schmidheiny,0
ACE498,APE498a,Ricard Akagawa,0
ACE499,APE499a,Bernard Arnault,0
ACE500,APE500a,Dimitris Daskalopoulos,0
ACE502,APE502a,"George Lindemann, Jr.",0
ACE504,APE504a,Philip S. Niarchos,0
ACE505,APE505a,Peter Norton,0
ACE507,APE507a,Scott Rudin,0
ACE510,APE510a,Chara Schreyer,0
ACE512,APE512a,Sheikh Saud bin Mohammad bin Ali al-Thani,0
ACE514,APE514a,Steven A. Cohen,0
ACE517,APE517a,David Ganek,0
ACE518,APE518a,John Paul Getty II,0
ACE520,APE520a,Roberto Marinho,0
ACE522,APE522a,Bernardo Paz,0
ACE524,APE524a,Mitchell Rales,0
ACE526,APE526a,Beth Swofford,0
ACE528,APE528a,Jose Manuel Berardo,0
ACE529,APE529a,Lilian Bettencourt,0
ACE532,APE532a,James Clark,0
ACE533,APE533a,Paolo Consolandi,0
ACE534,APE534a,The Garza Sada family,0
ACE536,APE536a,Laurence Graff,0
ACE538,APE538a,Nasser David Khalili,0
ACE542,APE542a,Michael Lynne,0
ACE545,APE545a,Patrizia Sandretto Re Rebaudengo,0
ACE546,APE546a,Sakip Sabanci,0
ACE547,APE547a,Alain Wertheimer,0
ACE549,APE549a,Frank Cohen,0
ACE551,APE551a,Garza Sada Family,0
ACE553,APE553a,Antoine de Galbert,0
ACE554,APE554a,Barbara Lee,0
ACE557,APE557a,Lester Marks,0
ACE559,APE559a,Steven Rales,0
ACE560,APE560a,Lily Safra,0
ACE561,APE561a,Adam D. Sender,0
ACE562,APE562a,Francesca Thyssen-Bornemisza,0
ACE564,APE564a,Frieder Burda,0
ACE567,APE567a,Beth Rudin DeWoody,0
ACE568,APE568a,Glenn R. Fuhrman,0
ACE575,APE575a,Henry S. McNeil,0
ACE577,APE577a,Thomas Olbricht,0
ACE581,APE581a,Louisa Stude Sarofim,0
ACE582,APE582a,Tatsumi Sato,0
ACE583,APE583a,Juan Antonio Perez Simon,0
ACE584,APE584a,Peter Simon,0
ACE585,APE585a,Gayle Stoffel,0
ACE587,APE587a,Alice Walton,0
ACE592,APE592a,Mary Griggs Burke,0
ACE594,APE594a,Kim Chang-il,0
ACE595,APE595a,Ella Fontanals-Cisneros,0
ACE596,APE596a,Michael Crichton,0
ACE601,APE601a,Prince Hans-Adam II von und zu Liechtenstein,0
ACE603,APE603a,Marc Landeau,0
ACE606,APE606a,Aby J. Rosen,0
ACE608,APE608a,David Teiger,0
ACE609,APE609a,Neil G. Bluhm,0
ACE610,APE610a,Mickey Cartin,0
ACE612,APE612a,Kenneth C. Griffin,0
ACE615,APE615a,Eric Schmidt,0
ACE618,APE618a,Peter M. Brant,0
ACE622,APE622a,Damien Hirst,0
ACE624,APE624a,David Martinez,0
ACE625,APE625a,Victor Pinchuk,0
ACE630,APE630a,Edward “Ned” Johnson III,0
ACE634,APE634a,Hubert Neumann,0
ACE638,APE638a,Uli Sigg,0
ACE639,APE639a,Eric Smidt,0
ACE642,APE642a,Stephen A. Wynn,0
ACE646,APE646a,Philippe Decelle,0
ACE647,APE647a,Ovitz family,0
ACE649,APE649a,Noam Gottesman,0
ACE652,APE652a,John S. Middleton,0
ACE654,APE654a,Princess Gloria von Thurn und Taxis,0
ACE655,APE655a,Walter Vanhaerents,0
ACE657,APE657a,Susan Weber,0
ACE658,APE658a,Tadashi Yanai,0
ACE660,APE660a,Pierre Chen,0
ACE661,APE661a,Halit Cingillioglu,0
ACE662,APE662a,Glenn Dubin,0
ACE665,APE665a,Joe Lewis,0
ACE666,APE666a,Dimitri Mavrommatis,0
ACE669,APE669a,María Asunción Aramburuzabala,0
ACE671,APE671a,Grässlin Family,0
ACE674,APE674a,Hugo Jung,0
ACE676,APE676a,Pierre Lagrange,0
ACE681,APE681a,Dmitry Rybolovlev,0
ACE683,APE683a,Julia Stoschek,0
ACE685,APE685a,Budi Tek,0
ACE686,APE686a,Sheikha Al Mayassa bint Hamad bin Khalifa Al Thani,0
ACE690,APE690a,Len Blavatnik,0
ACE691,APE691a,Richard Chang,0
ACE692,APE692a,Thomas Chao,0
ACE694,APE694a,Carl Gustaf Ehrnrooth,0
ACE695,APE695a,Alan Howard,0
ACE698,APE698a,Leonid Mikhelson,0
ACE699,APE699a,Takeo Obayashi,0
ACE700,APE700a,Daniel Och,0
ACE702,APE702a,Qiao Zhibing,0
ACE704,APE704a,Yang Bin,0
ACE705,APE705a,Candace Carmel Barasch,0
ACE706,APE706a,Nicolas Berggruen,0
ACE707,APE707a,Ernesto Bertarelli,0
ACE708,APE708a,Christian Bührle,0
ACE709,APE709a,Edouard Carmignac,0
ACE711,APE711a,Kemal Has Cingillioglu,0
ACE713,APE713a,Tiqui Atencio Demirdjian,0
ACE716,APE716a,Lawrence J. Ellison,0
ACE720,APE720a,Thomas Lau,0
ACE721,APE721a,Jho Low,0
ACE722,APE722a,Maramotti Family,0
ACE725,APE725a,Stephen Ross,0
ACE727,APE727a,Joseph Safra,0
ACE728,APE728a,Thomas Shao,0
ACE731,APE731a,Wang Jianlin,0
ACE732,APE732a,Charlotte Colket Weber,0
ACE733,APE733a,Elaine Wynn,0
ACE736,APE736a,Adrian Cheng,0
ACE737,APE737a,Leonardo DiCaprio,0
ACE738,APE738a,George Economou,0
ACE740,APE740a,Maja Hoffmann,0
ACE742,APE742a,Viatcheslav Moshe Kantor,0
ACE743,APE743a,Ananda Krishnan,0
ACE744,APE744a,Grażyna Kulczyk,0
ACE750,APE750a,Sultan Sooud Al Qassemi,0
ACE751,APE751a,Bob Rennie,0
ACE753,APE753a,Rubell Family,0
ACE756,APE756a,Suh Kyung-Bae,0
ACE758,APE758a,Sheikh Hamad bin Jassim bin Jaber Al Thani,0
ACE759,APE759a,Wang Zhongjun,0
ACE760,APE760a,Haryanto Adikoesoemo,0
ACE762,APE762a,Fisher Family,0
ACE764,APE764a,Danny Goldberg,0
ACE766,APE766a,Guy Laliberté,0
ACE767,APE767a,Li Lin,0
ACE768,APE768a,Jack Ma,0
ACE769,APE769a,Yusaku Maezawa,0
ACE771,APE771a,Steve Tisch,0
ACE774,APE774a,Roman Abramovich,0
ACE775,APE775a,Mohammed Afkhami,0
ACE777,APE777a,Laurent Asscher,0
ACE781,APE781a,Botín Family,0
ACE783,APE783a,Lonti Ebers,0
ACE784,APE784a,Eisenberg Family,0
ACE788,APE788a,Cheech Marin,0
ACE789,APE789a,Niarchos Family,0
ACE790,APE790a,Augusto Perfetti,0
ACE791,APE791a,Jochen Zeitz,0
ACE793,APE793a,Alfonso de Angoitia Noriega,0
ACE794,APE794a,Suzanne Deal Booth,0
ACE796,APE796a,Nicola Erni,0
ACE797,APE797a,Heidi Goëss-Horten,0
ACE798,APE798a,Bernardo Gómez Martínez,0
ACE801,APE801a,Petch Osathanugrah,0
ACE803,APE803a,Laurene Powell Jobs,0
ACE804,APE804a,Lisa Reuben,0
ACE808,APE808a,Wang Bing,0
ACE809,APE809a,Pedro Barbosa,0
ACE810,APE810a,David Booth,0
ACE811,APE811a,Miguel Chang,0
ACE812,APE812a,Edmund Cheng,0
ACE816,APE816a,Charlotte Feng Ford,0
ACE817,APE817a,Larry Fink,0
ACE818,APE818a,Jeffrey Gundlach,0
ACE820,APE820a,Yasuharu Ishikawa,0
ACE821,APE821a,Ömer Koç,0
ACE822,APE822a,Barry Lam,0
ACE823,APE823a,Victor Ma,0
ACE825,APE825a,Louis Norval,0
ACE828,APE828a,Paul Raether,0
ACE829,APE829a,Gordon Schachat,0
ACE830,APE830a,Alexander Tedja,0
ACE832,APE832a,Robert Tsao,0
ACE835,APE835a,Wee Cho Yaw,0
ACE836,APE836a,Dasha Zhukova,0
ACE837,APE837a,Jeff Bezos,0
ACE838,APE838a,Troy Carter,0
ACE839,APE839a,Patrick Drahi,0
ACE842,APE842a,He Jianfeng,0
ACE846,APE846a,Eyal Ofer,0
ACE850,APE850a,Robert Soros,0
ACE852,APE852a,Jon Brooks,0
ACE853,APE853a,Jeff Markley,0
ACE854,APE854a,Danny Rimer,0
ACE860,APE860a,Yan Du,0
ACE861,APE861a,Jenny Yeh,0
