an_entry_id,an_collector_person_id,clctr_name,is_couple,an_person_id
ACE478,ACPE478a,Tsuneshi Suzuki,0,APE1008
ACE480,ACPE480a,Philip Anschutz,0,APE340
ACE482,ACPE482a,Udo Brandhorst,0,APE252
ACE484,ACPE484a,Yu Gi-chung,0,APE1011
ACE485,ACPE485a,Marguerite Hoffman,0,APE1012
ACE486,ACPE486a,Frank Huang,0,APE1013
ACE487,ACPE487a,Elton John,0,APE1014
ACE488,ACPE488a,Alicia Koplowitz,0,APE1015
ACE489,ACPE489a,Minoru Mori,0,APE1016
ACE490,ACPE490a,Jack Nicholson,0,APE1017
ACE491,ACPE491a,Emily Rauh Pulitzer,0,APE1018
ACE495,ACPE495a,Stephan Schmidheiny,0,APE1019
ACE498,ACPE498a,Ricard Akagawa,0,APE1020
ACE499,ACPE499a,Bernard Arnault,0,APE416
ACE500,ACPE500a,Dimitris Daskalopoulos,0,APE1022
ACE502,ACPE502a,"George Lindemann, Jr.",0,APE1023
ACE504,ACPE504a,Philip S. Niarchos,0,APE1024
ACE505,ACPE505a,Peter Norton,0,APE64
ACE507,ACPE507a,Scott Rudin,0,APE1026
ACE510,ACPE510a,Chara Schreyer,0,APE1027
ACE512,ACPE512a,Sheikh Saud bin Mohammad bin Ali al-Thani,0,APE1028
ACE514,ACPE514a,Steven A. Cohen,0,APE487
ACE517,ACPE517a,David Ganek,0,APE360
ACE518,ACPE518a,John Paul Getty II,0,APE733
ACE520,ACPE520a,Roberto Marinho,0,APE1032
ACE522,ACPE522a,Bernardo Paz,0,APE1033
ACE524,ACPE524a,Mitchell Rales,0,APE495
ACE526,ACPE526a,Beth Swofford,0,APE1035
ACE528,ACPE528a,Jose Manuel Berardo,0,APE1036
ACE529,ACPE529a,Lilian Bettencourt,0,APE1037
ACE532,ACPE532a,James Clark,0,APE1038
ACE533,ACPE533a,Paolo Consolandi,0,APE1039
ACE534,ACPE534a,The Garza Sada family,0,APE1040
ACE536,ACPE536a,Laurence Graff,0,APE1041
ACE538,ACPE538a,Nasser David Khalili,0,APE1042
ACE542,ACPE542a,Michael Lynne,0,APE380
ACE545,ACPE545a,Patrizia Sandretto Re Rebaudengo,0,APE1044
ACE546,ACPE546a,Sakip Sabanci,0,APE1045
ACE547,ACPE547a,Alain Wertheimer,0,APE1046
ACE549,ACPE549a,Frank Cohen,0,APE390
ACE551,ACPE551a,Garza Sada Family,0,APE1048
ACE553,ACPE553a,Antoine de Galbert,0,APE1049
ACE554,ACPE554a,Barbara Lee,0,APE1050
ACE557,ACPE557a,Lester Marks,0,APE1051
ACE559,ACPE559a,Steven Rales,0,APE1052
ACE560,ACPE560a,Lily Safra,0,APE1053
ACE561,ACPE561a,Adam Sender,0,APE477
ACE562,ACPE562a,Francesca Thyssen-Bornemisza,0,APE1055
ACE564,ACPE564a,Frieder Burda,0,APE1056
ACE567,ACPE567a,Beth Rudin DeWoody,0,APE1057
ACE568,ACPE568a,Glenn R. Fuhrman,0,APE489
ACE575,ACPE575a,Henry S. McNeil,0,APE1059
ACE577,ACPE577a,Thomas Olbricht,0,APE1060
ACE581,ACPE581a,Louisa Stude Sarofim,0,APE1061
ACE582,ACPE582a,Tatsumi Sato,0,APE1062
ACE583,ACPE583a,Juan Antonio Perez Simon,0,APE1063
ACE584,ACPE584a,Peter Simon,0,APE1064
ACE585,ACPE585a,Gayle Stoffel,0,APE1065
ACE587,ACPE587a,Alice Walton,0,APE1066
ACE592,ACPE592a,Mary Griggs Burke,0,APE913
ACE594,ACPE594a,Kim Chang-il,0,APE1068
ACE595,ACPE595a,Ella Fontanals-Cisneros,0,APE1069
ACE596,ACPE596a,Michael Crichton,0,APE1070
ACE601,ACPE601a,Prince Hans-Adam II von und zu Liechtenstein,0,APE1071
ACE603,ACPE603a,Marc Landeau,0,APE1072
ACE606,ACPE606a,Aby J. Rosen,0,APE1073
ACE608,ACPE608a,David Teiger,0,APE1074
ACE609,ACPE609a,Neil G. Bluhm,0,APE1075
ACE610,ACPE610a,Mickey Cartin,0,APE1076
ACE612,ACPE612a,Kenneth C. Griffin,0,APE375
ACE615,ACPE615a,Eric Schmidt,0,APE1078
ACE618,ACPE618a,Peter M. Brant,0,APE1079
ACE622,ACPE622a,Damien Hirst,0,APE1080
ACE624,ACPE624a,David Martinez,0,APE1081
ACE625,ACPE625a,Victor Pinchuk,0,APE1082
ACE630,ACPE630a,Edward “Ned” Johnson III,0,APE1083
ACE634,ACPE634a,Hubert Neumann,0,APE1084
ACE638,ACPE638a,Uli Sigg,0,APE1085
ACE639,ACPE639a,Eric Smidt,0,APE1086
ACE642,ACPE642a,Stephen A. Wynn,0,APE414
ACE646,ACPE646a,Philippe Decelle,0,APE1088
ACE647,ACPE647a,Ovitz family,0,APE1089
ACE649,ACPE649a,Noam Gottesman,0,APE426
ACE652,ACPE652a,John S. Middleton,0,APE1091
ACE654,ACPE654a,Princess Gloria von Thurn und Taxis,0,APE1092
ACE655,ACPE655a,Walter Vanhaerents,0,APE1093
ACE657,ACPE657a,Susan Weber,0,APE1094
ACE658,ACPE658a,Tadashi Yanai,0,APE1095
ACE660,ACPE660a,Pierre Chen,0,APE1096
ACE661,ACPE661a,Halit Cingillioglu,0,APE594
ACE662,ACPE662a,Glenn Dubin,0,APE1098
ACE665,ACPE665a,Joseph Lewis,0,APE965
ACE666,ACPE666a,Dimitri Mavrommatis,0,APE1100
ACE669,ACPE669a,María Asunción Aramburuzabala,0,APE1101
ACE671,ACPE671a,Grässlin Family,0,APE1102
ACE674,ACPE674a,Hugo Jung,0,APE467
ACE676,ACPE676a,Pierre Lagrange,0,APE491
ACE681,ACPE681a,Dmitry Rybolovlev,0,APE1105
ACE683,ACPE683a,Julia Stoschek,0,APE1106
ACE685,ACPE685a,Budi Tek,0,APE1107
ACE686,ACPE686a,Sheikha Al Mayassa bint Hamad bin Khalifa Al Thani,0,APE1108
ACE690,ACPE690a,Len Blavatnik,0,APE1109
ACE691,ACPE691a,Richard Chang,0,APE1110
ACE692,ACPE692a,Thomas Chao,0,APE1111
ACE694,ACPE694a,Carl Gustaf Ehrnrooth,0,APE1112
ACE695,ACPE695a,Alan Howard,0,APE1113
ACE698,ACPE698a,Leonid Mikhelson,0,APE1114
ACE699,ACPE699a,Takeo Obayashi,0,APE1115
ACE700,ACPE700a,Daniel Och,0,APE1116
ACE702,ACPE702a,Qiao Zhibing,0,APE1117
ACE704,ACPE704a,Yang Bin,0,APE1118
ACE705,ACPE705a,Candace Carmel Barasch,0,APE1119
ACE706,ACPE706a,Nicolas Berggruen,0,APE1120
ACE707,ACPE707a,Ernesto Bertarelli,0,APE1121
ACE708,ACPE708a,Christian Bührle,0,APE1122
ACE709,ACPE709a,Edouard Carmignac,0,APE1123
ACE711,ACPE711a,Kemal Has Cingillioglu,0,APE595
ACE713,ACPE713a,Tiqui Atencio Demirdjian,0,APE1125
ACE716,ACPE716a,Lawrence J. Ellison,0,APE1126
ACE720,ACPE720a,Thomas Lau,0,APE1127
ACE721,ACPE721a,Jho Low,0,APE1128
ACE722,ACPE722a,Maramotti Family,0,APE1129
ACE725,ACPE725a,Stephen Ross,0,APE1130
ACE727,ACPE727a,Joseph Safra,0,APE1131
ACE728,ACPE728a,Thomas Chao,0,APE1111
ACE731,ACPE731a,Wang Jianlin,0,APE1133
ACE732,ACPE732a,Charlotte Colket Weber,0,APE132
ACE733,ACPE733a,Elaine Wynn,0,APE413
ACE736,ACPE736a,Adrian Cheng,0,APE1136
ACE737,ACPE737a,Leonardo DiCaprio,0,APE1137
ACE738,ACPE738a,George Economou,0,APE1138
ACE740,ACPE740a,Maja Hoffmann,0,APE1139
ACE742,ACPE742a,Viatcheslav Moshe Kantor,0,APE1140
ACE743,ACPE743a,Ananda Krishnan,0,APE1141
ACE744,ACPE744a,Grażyna Kulczyk,0,APE1142
ACE750,ACPE750a,Sultan Sooud Al Qassemi,0,APE1143
ACE751,ACPE751a,Bob Rennie,0,APE1144
ACE753,ACPE753a,Rubell Family,0,APE1145
ACE756,ACPE756a,Suh Kyung-Bae,0,APE1146
ACE758,ACPE758a,Sheikh Hamad bin Jassim bin Jaber Al Thani,0,APE1147
ACE759,ACPE759a,Wang Zhongjun,0,APE1148
ACE760,ACPE760a,Haryanto Adikoesoemo,0,APE1149
ACE762,ACPE762a,Fisher Family,0,APE1150
ACE764,ACPE764a,Danny Goldberg,0,APE1151
ACE766,ACPE766a,Guy Laliberté,0,APE1152
ACE767,ACPE767a,Li Lin,0,APE1153
ACE768,ACPE768a,Jack Ma,0,APE1154
ACE769,ACPE769a,Yusaku Maezawa,0,APE1155
ACE771,ACPE771a,Steve Tisch,0,APE1156
ACE774,ACPE774a,Roman Abramovich,0,APE447
ACE775,ACPE775a,Mohammed Afkhami,0,APE1158
ACE777,ACPE777a,Laurent Asscher,0,APE1159
ACE781,ACPE781a,Botín Family,0,APE1160
ACE783,ACPE783a,Lonti Ebers,0,APE1161
ACE784,ACPE784a,Eisenberg Family,0,APE1162
ACE788,ACPE788a,Cheech Marin,0,APE1163
ACE789,ACPE789a,Niarchos Family,0,APE1164
ACE790,ACPE790a,Augusto Perfetti,0,APE1165
ACE791,ACPE791a,Jochen Zeitz,0,APE1166
ACE793,ACPE793a,Alfonso de Angoitia Noriega,0,APE1167
ACE794,ACPE794a,Suzanne Deal Booth,0,APE1168
ACE796,ACPE796a,Nicola Erni,0,APE1169
ACE797,ACPE797a,Heidi Goëss-Horten,0,APE1170
ACE798,ACPE798a,Bernardo Gómez Martínez,0,APE1171
ACE801,ACPE801a,Petch Osathanugrah,0,APE1172
ACE803,ACPE803a,Laurene Powell Jobs,0,APE1173
ACE804,ACPE804a,Lisa Reuben,0,APE1174
ACE808,ACPE808a,Wang Bing,0,APE1175
ACE809,ACPE809a,Pedro Barbosa,0,APE1176
ACE810,ACPE810a,David Booth,0,APE1177
ACE811,ACPE811a,Miguel Chang,0,APE1178
ACE812,ACPE812a,Edmund Cheng,0,APE1179
ACE816,ACPE816a,Charlotte Feng Ford,0,APE1180
ACE817,ACPE817a,Larry Fink,0,APE1181
ACE818,ACPE818a,Jeffrey Gundlach,0,APE1182
ACE820,ACPE820a,Yasuharu Ishikawa,0,APE1183
ACE821,ACPE821a,Ömer Koç,0,APE1184
ACE822,ACPE822a,Barry Lam,0,APE1185
ACE823,ACPE823a,Victor Ma,0,APE1186
ACE825,ACPE825a,Louis Norval,0,APE1187
ACE828,ACPE828a,Paul Raether,0,APE1188
ACE829,ACPE829a,Gordon Schachat,0,APE1189
ACE830,ACPE830a,Alexander Tedja,0,APE1190
ACE832,ACPE832a,Robert Tsao,0,APE1191
ACE835,ACPE835a,Wee Cho Yaw,0,APE1192
ACE836,ACPE836a,Dasha Zhukova,0,APE448
ACE837,ACPE837a,Jeff Bezos,0,APE1194
ACE838,ACPE838a,Troy Carter,0,APE1195
ACE839,ACPE839a,Patrick Drahi,0,APE1196
ACE842,ACPE842a,He Jianfeng,0,APE1197
ACE846,ACPE846a,Eyal Ofer,0,APE648
ACE850,ACPE850a,Robert Soros,0,APE1199
ACE852,ACPE852a,Jon Brooks,0,APE1200
ACE853,ACPE853a,Jeff Markley,0,APE1201
ACE854,ACPE854a,Danny Rimer,0,APE1202
ACE860,ACPE860a,Yan Du,0,APE1203
ACE861,ACPE861a,Jenny Yeh,0,APE1204
